dataSplit,label,Single_cells...Intensity.Spot.Fluorescein..FITC..Mean_mean,Single_cells...Intensity.Spot.DAPI.Mean_mean,Single_cells...FITC_dead.Profile.2.2_mean,Single_cells...Bacteria_CSA.Profile.2.2_mean,Single_cells...FITC_dead.Radial.Relative.Deviation_mean,Single_cells...Intensity.Spot.DAPI.StdDev_mean,Single_cells...FITC_dead.Profile.1.2_mean,Single_cells...Bacteria_CSA.Profile.1.2_mean,Single_cells...FITC_dead.Symmetry.15_mean,Single_cells...FITC_dead.Threshold.Compactness.50._mean,Single_cells...FITC_dead.Radial.Mean_mean,Single_cells...Bacteria_CSA.Symmetry.05_mean,Single_cells...FITC_dead.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.02_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.14_mean,Single_cells...Bacteria.DAPI.Symmetry.02_mean,Single_cells...FITC_dead.Symmetry.04_mean,Single_cells...FITC_dead.Symmetry.05_mean,Single_cells...Bacteria_CSA.Symmetry.03_mean,Single_cells...FITC_dead.Threshold.Compactness.40._mean,Single_cells...FITC_dead.Symmetry.12_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.50._mean,Single_cells...Bacteria_CSA.Symmetry.15_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.60._mean,Single_cells...Bacteria.DAPI.Symmetry.04_mean,Single_cells...Bacteria_CSA.Symmetry.13_mean,Single_cells...Spot.Roundness_mean,Single_cells...Bacteria_CSA.Symmetry.14_mean,Single_cells...Intensity.Spot.Fluorescein..FITC..StdDev_mean,Single_cells...bacteria.Ratio.Width.to.Length_mean,Single_cells...bacteria.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.05_mean,Single_cells...Bacteria.DAPI.Symmetry.15_mean,Single_cells...bacteria.Width..µm._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.30._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.50._mean,Single_cells...Bacteria.DAPI.Profile.2.2_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.30._mean,Single_cells...Bacteria_CSA.Axial.Length.Ratio_mean,Single_cells...FITC_dead.Axial.Small.Length_mean,Single_cells...FITC_dead.Axial.Length.Ratio_mean,Single_cells...bacteria.Roundness_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.40._mean,Single_cells...Bacteria_CSA.Symmetry.04_mean,Single_cells...Spot.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.40._mean,Single_cells...Bacteria.DAPI.Axial.Small.Length_mean,Single_cells...Bacteria.DAPI.Radial.Mean_mean,Single_cells...Bacteria.DAPI.Radial.Relative.Deviation_mean,Single_cells...Bacteria.DAPI.Profile.1.2_mean,Single_cells...Bacteria_CSA.Symmetry.02_mean,Single_cells...Bacteria_CSA.Symmetry.12_mean,Single_cells...Bacteria_CSA.Radial.Mean_mean,Single_cells...Bacteria_CSA.Radial.Relative.Deviation_mean,Single_cells...FITC_dead.Symmetry.03_mean,Single_cells...FITC_dead.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Axial.Length.Ratio_mean,Single_cells...Bacteria.DAPI.Symmetry.14_mean,Single_cells...bacteria.Length..µm._mean,Single_cells...Bacteria.DAPI.Symmetry.03_mean,Single_cells...Bacteria.DAPI.Symmetry.12_mean,Single_cells...Bacteria_CSA.Axial.Small.Length_mean,Single_cells...FITC_dead.Threshold.Compactness.30._mean
test,Resistant,142.8489752,267.7108763,1.026655561,1.190147768,0.446854671,90.96149615,0.994166425,0.960126771,0.034961981,1.016185161,7.470015721,0.023765144,1.011340116,0.403495051,0.979789914,0.230776779,0.41006303,0.137039961,0.023286931,0.022745996,1.017040275,0.549743064,0.995911983,0.036665293,0.979268253,0.148139501,0.034833488,0.86270187,0.265318481,15.51024964,0.415517501,2.6522458,0.024653014,0.03306739,1.052402488,1.008833436,0.996408809,1.2614547,1.015834383,0.432195349,4.592648905,0.453167661,0.86270187,1.007506457,0.164819191,2.6522458,0.032454208,1.005428933,4.246221276,6.806105891,0.483562955,0.945456683,0.433164642,0.579259732,7.178824793,0.458517165,0.0244059,0.03458134,0.454728753,0.236840268,2.637194005,0.026297741,0.550863197,4.237683743,1.01712766
training,Resistant,793.8200327,674.074821,1.117506294,1.053731539,0.490115109,163.7664367,0.98339594,0.992072101,0.040907831,1.022299639,6.213425862,0.034863272,1.024178,0.400894459,0.911371022,0.24489303,0.464409179,0.147938209,0.026241868,0.043355241,1.023357454,0.540828739,1.018309926,0.053049552,1.018093597,0.18705503,0.062518864,0.812850972,0.253015535,462.0010373,0.383914859,2.099119569,0.035390295,0.05147425,0.892226869,0.973158583,0.941066416,1.21530418,0.992793489,0.441428436,3.904388088,0.458417296,0.812850972,1.011448407,0.152595127,2.099119569,0.059942847,0.969096604,3.871063277,6.55639861,0.463929297,0.970034805,0.421541124,0.566693354,6.680214711,0.464537035,0.034463396,0.0520295,0.422141709,0.287812258,2.397636536,0.0449228,0.60027008,4.098098491,1.023398151
training,Resistant,824.3879654,641.7183205,1.128420321,1.064725918,0.484271619,148.190957,0.982591399,0.990872195,0.044003963,0.998499324,6.280422925,0.032864916,0.991466741,0.415828062,0.919960805,0.259755894,0.470568978,0.161248549,0.028639966,0.037944217,0.999624988,0.556034828,1.000178403,0.05149141,0.999203628,0.193501101,0.054498724,0.800829693,0.265718599,446.6794502,0.374529003,2.050284988,0.035812824,0.051241764,0.866197243,0.961775959,0.941617199,1.203142674,0.983841579,0.432492328,3.849597589,0.446115903,0.800829693,1.000541289,0.163836251,2.050284988,0.053987539,0.960453937,3.802566158,6.550065199,0.46457666,0.972751685,0.43345785,0.577776579,6.648497384,0.465832397,0.030466917,0.047197647,0.41405991,0.295935312,2.386483201,0.039710517,0.609042935,4.003850048,1.001593178
training,Resistant,484.3649377,634.3505825,1.095102776,1.034331473,0.477415268,141.6181621,0.98692062,0.994937994,0.053277714,0.987065137,6.648584217,0.037717018,0.99081216,0.412210653,0.897990721,0.269721013,0.457522319,0.168529228,0.036132327,0.041447372,0.975978961,0.552841474,0.969290068,0.058878928,0.969570269,0.195342298,0.056228242,0.78615204,0.279267492,216.4414972,0.368670587,2.183580783,0.038052177,0.058809121,0.87472863,0.945867683,0.919026425,1.200667976,0.949672365,0.436587353,4.088725349,0.45014627,0.78615204,0.961485686,0.174189201,2.183580783,0.060629091,0.944901705,3.988685462,6.760852217,0.469953675,0.972846144,0.430051822,0.574530467,6.972639208,0.460528768,0.038574906,0.056615389,0.423426842,0.301877457,2.486409738,0.045271215,0.596373856,4.197269981,0.978898542
training,Resistant,663.1729514,638.0265668,1.090957031,1.039216691,0.470406416,147.5911707,0.986836816,0.993788837,0.053619458,0.96440593,6.621036291,0.036581722,0.965435463,0.431236683,0.91023315,0.281111932,0.463268472,0.177478572,0.03588743,0.038144296,0.971838299,0.573637608,0.973498792,0.057400501,0.970065995,0.199349598,0.053356357,0.797067004,0.280784105,258.8008401,0.368781707,2.102305337,0.036928231,0.056349418,0.865325866,0.957259184,0.936722482,1.211064813,0.964637184,0.42874327,3.962464041,0.436454642,0.797067004,0.968048233,0.173568478,2.102305337,0.052423243,0.956765405,3.818918149,6.578618595,0.470903264,0.971665811,0.432813994,0.581616083,6.791835899,0.461611501,0.036514675,0.051626167,0.414294244,0.307561274,2.43522678,0.038297399,0.605677357,4.045221635,0.974000448
training,Resistant,862.679965,570.8546603,1.146854217,1.116878208,0.478274072,159.6343525,0.974202359,0.974498016,0.048140512,1.033662212,6.64087559,0.036760282,1.027373649,0.360861625,0.949735339,0.21041041,0.409583349,0.129075789,0.030297089,0.04444055,1.031522692,0.491980288,1.015176645,0.056850768,0.998409733,0.155578821,0.06394634,0.83546848,0.227414832,501.349332,0.423886216,2.495602952,0.035779244,0.055570298,1.015255221,0.990130393,0.969021115,1.230595943,0.998928595,0.474951367,4.351583648,0.499209727,0.83546848,1.008206684,0.140424854,2.495602952,0.064106174,0.986404862,4.26837299,6.820520837,0.46593773,0.95548472,0.392978346,0.527870029,6.991039889,0.457449394,0.036793097,0.056973496,0.468825633,0.240393065,2.530437627,0.045107374,0.539725166,4.395832885,1.030731464
training,Resistant,876.4671468,558.7497729,1.156000972,1.120601855,0.485247366,151.2582357,0.971322383,0.972865854,0.048996112,1.050055468,6.527833964,0.039443467,1.0542435,0.341057676,0.94754094,0.194234865,0.400958327,0.116654458,0.030226355,0.050535713,1.046679946,0.469347986,1.032161709,0.062029743,1.029705098,0.147947609,0.072465418,0.834867043,0.214661684,545.9056613,0.429512329,2.560037742,0.040514605,0.062395212,1.036328847,0.989132272,0.961638015,1.223172849,1.008539877,0.487098322,4.446334732,0.515534851,0.834867043,1.023618707,0.130957897,2.560037742,0.071918668,0.982287672,4.402852425,6.873749192,0.46293129,0.95516818,0.379079438,0.512099644,6.987015163,0.458851918,0.039725254,0.061556509,0.475897357,0.230279832,2.534440309,0.051073476,0.530920868,4.532891016,1.041064524
training,Resistant,752.2987188,522.468367,1.138584309,1.134957396,0.465993523,150.1552038,0.97153726,0.965984186,0.046701198,1.047474344,6.846072925,0.034943945,1.050046,0.329199325,0.971077963,0.180556361,0.37127185,0.109062859,0.029029404,0.046955857,1.04373575,0.455542841,1.035762943,0.055859449,1.032350884,0.130035192,0.069004378,0.855688133,0.19576992,434.4469215,0.454713332,2.755849515,0.036100849,0.057084706,1.111435532,1.007515237,0.979730193,1.237561921,1.020761778,0.507729545,4.690954973,0.530437287,0.855688133,1.028562698,0.119578472,2.755849515,0.069703826,0.996641506,4.572933969,6.907510369,0.462167898,0.945998834,0.356143512,0.486096775,7.082582101,0.451881468,0.037743488,0.058233375,0.501004739,0.206088038,2.576064297,0.049204785,0.49847912,4.697321062,1.044890632
training,Resistant,640.6820629,533.4638714,1.133947256,1.133330473,0.466563015,159.3620502,0.975414671,0.968637038,0.046632547,1.044619862,6.796290375,0.034416377,1.035092668,0.341661788,0.967968153,0.189197514,0.388453679,0.11563087,0.028692668,0.044498188,1.045471014,0.468897193,1.034796167,0.054682975,1.02595853,0.139280492,0.065515554,0.853518727,0.199633507,402.7273064,0.446103651,2.640563745,0.03474775,0.052878169,1.076266601,1.006910577,0.978170076,1.249782226,1.017552725,0.496504355,4.579838462,0.51863202,0.853518727,1.022051889,0.121541163,2.640563745,0.066115008,0.997133818,4.417535707,6.833595549,0.463348369,0.945947623,0.367927153,0.499988307,7.015490236,0.452175615,0.038388551,0.057782529,0.488868671,0.216512402,2.544294568,0.048020867,0.515249381,4.570296057,1.045740743
training,Resistant,1861.787578,658.9783163,1.150250932,1.098118007,0.493280885,166.3076676,0.973653346,0.979187188,0.067277337,1.003432279,6.896640769,0.046465949,1.006256499,0.386686279,0.8855064,0.266333779,0.432565842,0.171704161,0.041480524,0.042565826,0.977536509,0.527956989,0.986402019,0.072222114,0.976674248,0.184956384,0.063059404,0.798142742,0.268948036,840.7540538,0.379569299,2.538628117,0.040595971,0.067946193,0.97069553,0.954206181,0.912509385,1.211235031,0.968642587,0.445243056,4.337242974,0.463800038,0.798142742,0.979682406,0.168482852,2.538628117,0.072173504,0.949037714,4.313455,7.133002872,0.470453018,0.963597729,0.412888736,0.559215646,7.209762308,0.473054949,0.046357751,0.070301687,0.437286782,0.285117546,2.66309527,0.052877879,0.574269847,4.435285615,0.963496449
training,Resistant,1966.655151,644.8513531,1.172261908,1.11144242,0.538242722,163.4230759,0.971752542,0.977942215,0.064206141,1.008115808,7.094337865,0.042347647,1.012749728,0.398971845,0.879371989,0.280783079,0.459192081,0.17613394,0.035901164,0.047377635,1.000174054,0.546027628,0.983528749,0.069432607,0.991233489,0.217273303,0.067684761,0.758821924,0.316731257,979.047188,0.351253781,2.831585869,0.047557612,0.07575857,0.975926233,0.912211631,0.881166134,1.205563548,0.926396919,0.410985941,4.253024946,0.442738205,0.758821924,0.957926579,0.208583157,2.831585869,0.086769274,0.900912019,4.440165108,7.786904757,0.480675592,0.965020632,0.458016063,0.603923599,7.855301216,0.482785311,0.029729835,0.061763035,0.411858981,0.3269487,2.935665879,0.061410942,0.604281367,4.484188486,1.002105068
training,Resistant,1647.728556,634.3374953,1.217331277,1.128837579,0.507886161,153.6309359,0.970164837,0.979989782,0.057512256,1.059963932,6.488372452,0.045733647,1.073187095,0.321984012,0.8841394,0.207176427,0.391594845,0.129126176,0.031138085,0.058303167,1.053770115,0.44469938,1.019883481,0.075734858,1.025351437,0.174982631,0.08710458,0.773307211,0.231038706,992.9898021,0.399728058,2.540414798,0.047214859,0.070587816,0.973517268,0.929250423,0.89512069,1.198865492,0.988171918,0.491502337,4.388082081,0.532697155,0.773307211,1.005014147,0.143584573,2.540414798,0.102365519,0.921173265,4.633232565,7.329373065,0.455669023,0.968412109,0.371106123,0.503517808,7.207347323,0.469466865,0.043433025,0.068217926,0.480885285,0.259683841,2.656051189,0.076421522,0.521818535,4.653942371,1.031611536
training,Resistant,1411.561992,591.2696667,1.171401187,1.095571887,0.509285741,142.388211,0.975980544,0.985288061,0.055161043,1.035635569,6.343849603,0.044819457,1.038314462,0.363718563,0.914987778,0.226011524,0.412514747,0.140203755,0.030946896,0.062284718,1.038356757,0.496271608,1.021700399,0.069163165,1.01266076,0.168220684,0.080964493,0.787729339,0.245116011,765.6953501,0.389969428,2.348026616,0.047342513,0.071236953,0.923910357,0.945614967,0.931036431,1.20042187,1.000632412,0.4773612,4.133126362,0.496210917,0.787729339,1.019233061,0.152681583,2.348026616,0.086923745,0.945260878,4.374597776,6.96662981,0.461596222,0.969225203,0.39358811,0.526350992,6.998658741,0.469172103,0.04686652,0.067915425,0.468246484,0.259906377,2.548080141,0.065839407,0.541164417,4.441308103,1.029109249
training,Resistant,163.313862,283.8400754,1.039524158,1.150623865,0.449044098,94.3399233,0.988298863,0.953952899,0.042298452,1.006531417,8.790020071,0.026103583,1.000524558,0.394288052,0.962559586,0.231617542,0.398903987,0.139971735,0.027005161,0.025276785,1.005414074,0.536604197,0.991423579,0.043831862,0.968542437,0.146241304,0.041589473,0.858709299,0.24948985,41.05459986,0.428512532,3.721000996,0.026246702,0.041582515,1.264344255,0.991126612,0.970967447,1.239311935,1.005138942,0.452256869,5.379673898,0.463978265,0.858709299,1.002345067,0.153050515,3.721000996,0.03949151,0.976324461,5.024392959,8.111058905,0.483052124,0.929548959,0.408927454,0.552098987,8.526430555,0.456587267,0.027699906,0.040306028,0.463647009,0.235947518,3.150674353,0.027900932,0.538453098,5.097456415,1.006976004
training,Resistant,186.5958664,291.899081,1.046545274,1.130005985,0.449667105,101.2963179,0.986474528,0.960931958,0.039875083,1.003644709,8.823827706,0.025602674,1.000009622,0.395873109,0.971442687,0.231297285,0.397858954,0.139871626,0.025215872,0.026061358,1.005189683,0.537269216,0.994230715,0.041771813,0.959769171,0.146180023,0.040443707,0.857740059,0.248737938,56.06365769,0.427616326,3.72832332,0.025134418,0.039629779,1.260092605,0.991987209,0.974978605,1.254102579,1.003280316,0.452000257,5.37804973,0.463729767,0.857740059,1.000730713,0.151914454,3.72832332,0.039491461,0.975586015,5.012730472,8.106732578,0.487228468,0.926073522,0.408583251,0.552081514,8.64896027,0.451905896,0.027081125,0.03918197,0.464557385,0.234971399,3.169925101,0.028108572,0.537157142,5.130304143,1.004839781
training,Resistant,156.7004286,280.1384689,1.045697001,1.126793482,0.450890365,102.0905807,0.986870358,0.962623843,0.041118651,1.001752691,8.861247274,0.027365329,0.999838573,0.402237877,0.973200862,0.239073443,0.404869939,0.145165717,0.02623308,0.025749816,1.003269067,0.544886239,0.988542015,0.043814145,0.956030812,0.149908299,0.040361989,0.856895265,0.255165044,29.49250474,0.423693323,3.714058375,0.026246389,0.040592481,1.251909055,0.985063497,0.98086015,1.267218786,1.002166439,0.44710083,5.341531243,0.457792597,0.856895265,0.997376097,0.156701416,3.714058375,0.037614165,0.978927462,4.944627906,8.052050382,0.491656733,0.922486593,0.41490936,0.558737359,8.684763097,0.45180016,0.02561918,0.037727993,0.459482136,0.240491856,3.173039902,0.026949475,0.544240339,5.095714733,1.003765245
training,Resistant,147.5440635,267.7265032,1.036663297,1.150925755,0.448966269,91.49539572,0.989420975,0.955081917,0.042851533,1.004677371,8.803176102,0.026978409,1.002983281,0.398620776,0.974094593,0.233896073,0.399641301,0.14073894,0.026745531,0.026330513,1.006098323,0.541778675,0.991941142,0.044516357,0.971059619,0.144650043,0.042914088,0.859089967,0.252917737,24.50572329,0.425897589,3.699486075,0.027294587,0.042346364,1.256541246,0.988221815,0.976189607,1.248436233,1.004334552,0.448631893,5.361761461,0.459822844,0.859089967,1.000379181,0.155824152,3.699486075,0.040551752,0.97575949,4.98801221,8.056943214,0.487950419,0.927483275,0.413234112,0.556685625,8.55237483,0.455769434,0.028463063,0.041222768,0.46157671,0.234966964,3.148927372,0.029772144,0.54038913,5.070848861,1.006830735
training,Resistant,1798.724874,553.337115,1.258598548,1.161845277,0.533648507,128.4420882,0.968976671,0.977864851,0.058059199,1.012451249,6.068363111,0.049952368,1.009107608,0.407261194,0.862845019,0.270897026,0.480034541,0.166786296,0.03329636,0.054413742,1.023812361,0.537466523,1.008472175,0.081418445,1.013237238,0.219969747,0.084776658,0.762912084,0.299085313,1077.413439,0.358518172,2.147205026,0.053219165,0.081010698,0.872865511,0.921535381,0.896478628,1.189789477,0.97126814,0.423808998,3.754083426,0.455657815,0.762912084,1.008266702,0.189069612,2.147205026,0.081708453,0.914324458,3.948133685,6.938232519,0.469453719,0.97521744,0.451288866,0.590670671,6.757207796,0.489960231,0.035447983,0.061577341,0.4115027,0.325204373,2.532436136,0.05888496,0.613535727,3.977793963,1.020298477
training,Resistant,1702.872688,506.2431604,1.266698694,1.14737377,0.560018963,120.3233578,0.968660526,0.980693585,0.065483526,1.065788459,5.554935707,0.054987056,1.069336164,0.343137018,0.868160249,0.21107325,0.44081302,0.124011028,0.032260334,0.075662302,1.062804785,0.477229484,1.046962343,0.088853125,1.055201496,0.184327677,0.102407006,0.752891605,0.269316409,1173.02066,0.366199763,2.179229063,0.071961595,0.10611381,0.881883698,0.911953036,0.873945235,1.182685165,0.953047935,0.4452329,3.843139793,0.499840839,0.752891605,1.016812817,0.169284795,2.179229063,0.117503779,0.906080814,4.236367159,6.88391211,0.466549745,0.976545648,0.429765814,0.564168502,6.745052622,0.486731413,0.052408349,0.083695249,0.439961998,0.281326978,2.50369871,0.088013746,0.576025099,4.197549073,1.063276398
training,Resistant,2065.924781,522.6075035,1.295106267,1.150710908,0.532845582,118.6000406,0.965061165,0.982041721,0.056024767,1.002535745,6.120822942,0.04509813,0.989074866,0.409333589,0.86629053,0.294635936,0.474957613,0.191654341,0.032382852,0.054677532,1.004871746,0.541941758,0.990160569,0.071952944,0.982343377,0.22664278,0.073812138,0.753515425,0.318636291,1097.00067,0.347101242,2.180957688,0.049652463,0.076123335,0.855585305,0.913114211,0.885846813,1.182918932,0.94800995,0.417763435,3.662051299,0.456366356,0.753515425,0.979414831,0.207125391,2.180957688,0.086093076,0.907870173,3.928028504,7.074222839,0.475059334,0.977453935,0.454236699,0.596272865,6.935797584,0.491192188,0.042397401,0.069314303,0.407216716,0.338202786,2.608676618,0.064701666,0.615214112,3.943971467,1.006695549
training,Resistant,2217.699554,558.6608326,1.29213434,1.152261006,0.508700879,129.3141923,0.965904786,0.982337957,0.048556272,0.958902133,6.251065402,0.039089257,0.94400794,0.465111809,0.884767065,0.334709504,0.499998451,0.223071254,0.0308618,0.043988601,0.978183803,0.597813082,0.970759565,0.059594545,0.960284609,0.232589922,0.063214956,0.776185826,0.331236199,1014.111303,0.345611341,2.058319598,0.041305954,0.061003771,0.835008376,0.937433924,0.912430046,1.194458346,0.966823606,0.401826625,3.518596435,0.419778451,0.776185826,0.975225673,0.214422702,2.058319598,0.065692556,0.934413787,3.682485571,6.804558859,0.476240524,0.976406485,0.472931551,0.617476533,6.742753391,0.486792018,0.0356913,0.056211384,0.388254006,0.348322145,2.524410032,0.049091764,0.641075576,3.749814234,0.986091513
training,Resistant,140.8381339,256.8252943,1.026600714,1.126949455,0.42100793,75.96513586,0.994155013,0.971298051,0.030572125,1.05809916,6.784722982,0.020552691,1.052412523,0.319953573,1.014969685,0.139668423,0.329620886,0.078238367,0.020811481,0.024931112,1.0585784,0.447921742,1.049672994,0.030976781,1.027561489,0.087259951,0.036496548,0.902563586,0.156011211,12.80742399,0.491991626,2.42359065,0.021570807,0.028950638,1.107689183,1.055348114,1.027090223,1.233486123,1.057817423,0.523111757,4.809306925,0.537435847,0.902563586,1.054560277,0.08906381,2.42359065,0.033565059,1.044325912,4.498019455,6.29746276,0.45438346,0.949121133,0.336508154,0.466751836,6.574833612,0.427329399,0.024914854,0.034948031,0.535893164,0.146774773,2.316823122,0.025854454,0.453138325,4.559583815,1.058495704
training,Resistant,136.3107923,249.4286887,1.02595581,1.152536042,0.422328822,70.47947517,0.994032586,0.964900167,0.032929547,1.054865636,6.871150701,0.022021127,1.053043807,0.320623131,1.007729139,0.144198684,0.329107991,0.081312087,0.022056288,0.02664375,1.055090343,0.449313323,1.048088427,0.033537531,1.031805398,0.089100173,0.039765924,0.898894846,0.15990324,14.54172079,0.489506441,2.498521386,0.022910328,0.031813337,1.119957929,1.050745221,1.020260174,1.214758796,1.054080633,0.522729619,4.859558283,0.535892672,0.898894846,1.052079993,0.092327915,2.498521386,0.037390063,1.038818079,4.572238423,6.425732427,0.452701475,0.952463995,0.337545956,0.467259426,6.605593483,0.434408531,0.027100589,0.037796025,0.534258934,0.150538645,2.359998934,0.02803077,0.454168719,4.587646171,1.055128165
training,Resistant,137.9425693,248.1501718,1.025988545,1.181677927,0.41878114,77.4923705,0.993904216,0.957085676,0.029203637,1.064435377,6.888076104,0.019761134,1.062178646,0.310423657,1.021256016,0.131450426,0.318455422,0.072642172,0.019812218,0.024392591,1.064652949,0.436952232,1.054905211,0.029371261,1.037799875,0.080767185,0.036470964,0.910099993,0.15152505,16.92442608,0.501415776,2.538549545,0.021220543,0.028373087,1.148795521,1.059191375,1.032075161,1.238793104,1.06448515,0.529278458,4.961147441,0.546215064,0.910099993,1.061117223,0.087573658,2.538549545,0.034468451,1.043682741,4.627703762,6.361675228,0.455184507,0.944401626,0.332633817,0.460357869,6.564693114,0.433363813,0.025059957,0.0352381,0.545550773,0.137761662,2.348462084,0.026672323,0.440775446,4.622117866,1.064854686
training,Resistant,134.511112,261.2093747,1.028212962,1.166785175,0.418454337,85.90312805,0.993528305,0.96126892,0.028093697,1.063672519,6.855796328,0.019029282,1.057414643,0.311983569,1.026037137,0.130572974,0.320736827,0.072435285,0.019247479,0.023425079,1.064811351,0.437801488,1.053682809,0.02810606,1.032714186,0.081666293,0.034621316,0.91086342,0.150462266,9.967147071,0.501870576,2.500564079,0.020774656,0.026988031,1.13919838,1.060002077,1.035551412,1.260056115,1.065620245,0.528952495,4.9219049,0.546151147,0.91086342,1.060513895,0.086492696,2.500564079,0.032399316,1.047436105,4.562782888,6.286085942,0.457452795,0.940516203,0.333226318,0.460992982,6.560410855,0.42933546,0.024176718,0.033494261,0.545729097,0.137479113,2.332843751,0.026008477,0.441798654,4.598036336,1.065578747
test,Resistant,218.9448378,338.6976786,1.060816771,1.137476396,0.421352332,124.6860268,0.985751351,0.967325808,0.029700373,1.07736477,6.561867414,0.020453698,1.071111701,0.284312784,1.036712409,0.105689266,0.307379823,0.057911121,0.020136865,0.027610013,1.077201494,0.401546136,1.066084511,0.030538294,1.037524375,0.072712579,0.040142586,0.915650771,0.120391518,84.23752297,0.523414962,2.455590454,0.022737006,0.030765376,1.152757305,1.06579845,1.040120188,1.299717207,1.071032474,0.558887362,4.931823306,0.57665106,0.915650771,1.069943537,0.066947906,2.455590454,0.039082523,1.052563812,4.567560257,6.124463088,0.452527733,0.932053765,0.304708381,0.425451463,6.459847318,0.421288335,0.026105378,0.03779118,0.566117043,0.121243674,2.261448138,0.0287851,0.420577511,4.730498085,1.078039472
test,Resistant,223.2504398,339.9107385,1.061499489,1.164300845,0.424656162,121.2978927,0.984865498,0.96010162,0.032691761,1.072422902,6.693414938,0.02278295,1.068856888,0.286738506,1.024221263,0.113279516,0.312187548,0.062985968,0.022046837,0.029861579,1.072757989,0.404980885,1.059464593,0.034489547,1.044119239,0.079078912,0.044488613,0.909571139,0.126839098,90.58481573,0.517500848,2.565943069,0.025339569,0.035733933,1.168195569,1.054523397,1.028312242,1.278548255,1.064614421,0.556833058,4.997241205,0.573344672,0.909571139,1.063756864,0.071836846,2.565943069,0.04525723,1.042384044,4.653230918,6.311410556,0.45226653,0.935335152,0.307340131,0.427988108,6.549028331,0.429551883,0.028129829,0.041192844,0.559477568,0.130857155,2.327203123,0.033373484,0.427749063,4.782305721,1.072285265
test,Resistant,182.0174283,337.8752445,1.046813223,1.136032945,0.417583257,123.8749542,0.989167407,0.967709091,0.028740318,1.071900049,6.668240866,0.020015047,1.067595982,0.288109989,1.039695938,0.110780073,0.306027292,0.061487827,0.019740076,0.026359993,1.07298996,0.406425353,1.061829226,0.029317583,1.035969075,0.073787913,0.038436986,0.913955621,0.124622085,49.44914864,0.522062704,2.478376878,0.021886383,0.029069012,1.149254499,1.063395216,1.04514942,1.298462448,1.069516938,0.556961197,4.952102551,0.572870224,0.913955621,1.067671293,0.070505014,2.478376878,0.036658836,1.052913278,4.564322098,6.156273509,0.453437085,0.932621633,0.307038495,0.427850529,6.513674894,0.42105731,0.025844337,0.036393983,0.56595815,0.123050043,2.275032265,0.027198476,0.420033328,4.72409708,1.072902183
test,Resistant,190.4459279,333.1396778,1.046069867,1.155237312,0.42035217,118.8217234,0.988638055,0.961848725,0.031780057,1.068805521,6.789479238,0.021782832,1.066020281,0.289996362,1.031423325,0.117307165,0.309352089,0.065645612,0.021479387,0.028528339,1.069149404,0.409268485,1.058328443,0.03244606,1.040492466,0.078471968,0.042264472,0.908893667,0.130004426,62.1593827,0.517413818,2.589989264,0.023835544,0.033297653,1.16680065,1.054128154,1.03403409,1.278878407,1.064135577,0.555613419,5.025647311,0.569940366,0.908893667,1.062490775,0.074564573,2.589989264,0.041871972,1.043641526,4.653810538,6.329843676,0.453637177,0.935178694,0.308286172,0.429247795,6.605724402,0.427857932,0.027895603,0.039807397,0.560591192,0.131201684,2.339135796,0.030878204,0.425603885,4.785977629,1.068614533
test,Susceptible,194.8013384,252.4267535,1.036487708,1.18805937,0.417923456,74.9551597,0.991527766,0.957402424,0.030296144,1.067648334,6.689376547,0.019621453,1.067175228,0.298521965,1.025348242,0.122548333,0.310146138,0.069073468,0.020246416,0.024841046,1.069967507,0.41952127,1.06028523,0.029956898,1.047771609,0.078850821,0.036312413,0.912342271,0.139675408,53.63702495,0.51302124,2.407870686,0.021851624,0.030276614,1.130337378,1.065066301,1.037798315,1.236128623,1.067823327,0.54380231,4.876023558,0.5614332,0.912342271,1.064518716,0.080742731,2.407870686,0.034727165,1.054360127,4.57238414,6.258716767,0.450200645,0.946398934,0.320063617,0.443270164,6.382498163,0.429390293,0.024877767,0.035275884,0.557100945,0.131597136,2.281842407,0.025882111,0.428112876,4.548775826,1.069683919
